From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466545526
10.0.0.3	10.0.0.6	1.0	0.831	1236.5	1466545526
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466545526
10.0.0.5	10.0.0.3	0.933333333333	0.94	1166.5	1466545526
10.0.0.6	10.0.0.5	1.0	0.905	1133.16666667	1466545526
10.0.0.4	10.0.0.5	1.0	0.680166666667	1526.66666667	1466545526
10.0.0.5	10.0.0.4	0.615333333333	1.0	1679.16666667	1466545526
10.0.0.5	10.0.0.6	0.962	1.0	1067.66666667	1466545526
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466545526
10.0.0.6	10.0.0.3	0.794333333333	0.95	1360.0	1466545526
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466545526
10.0.0.3	10.0.0.5	0.942	0.917	1183.5	1466545526
