From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466543572
10.0.0.3	10.0.0.6	0.8035	0.87825	1452.75	1466543572
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466543572
10.0.0.4	10.0.0.3	1.0	0.886	1155.0	1466543572
10.0.0.5	10.0.0.3	0.5525	0.94	1977.25	1466543572
10.0.0.6	10.0.0.5	0.894	1.0	1145.0	1466543572
10.0.0.4	10.0.0.5	1.0	0.894	1145.0	1466543572
10.0.0.3	10.0.0.5	0.9055	0.6045	1949.25	1466543572
10.0.0.5	10.0.0.4	0.888	1.0	1152.5	1466543572
10.0.0.5	10.0.0.6	1.0	0.894	1145.0	1466543572
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466543572
10.0.0.6	10.0.0.3	0.831	0.937	1314.0	1466543572
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466543572
10.0.0.3	10.0.0.4	0.90775	1.0	1127.0	1466543572
