From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466545557
10.0.0.3	10.0.0.6	0.931	0.981	1123.83333333	1466545557
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466545557
10.0.0.5	10.0.0.3	0.887333333333	1.0	1153.33333333	1466545557
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466545557
10.0.0.4	10.0.0.5	1.0	0.365333333333	2797.16666667	1466545557
10.0.0.5	10.0.0.4	0.359	1.0	2860.5	1466545557
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466545557
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466545557
10.0.0.6	10.0.0.3	0.905	0.940666666667	1203.0	1466545557
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466545557
10.0.0.3	10.0.0.5	1.0	0.892666666667	1146.66666667	1466545557
