From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466541741
10.0.0.3	10.0.0.6	0.7145	0.788	1817.16666667	1466541741
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466541741
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466541741
10.0.0.5	10.0.0.3	0.672	0.9035	1697.16666667	1466541741
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466541741
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466541741
10.0.0.3	10.0.0.5	0.940666666667	0.651	1670.33333333	1466541741
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466541741
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466541741
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466541741
10.0.0.6	10.0.0.3	0.788	0.729	1781.0	1466541741
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466541741
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466541741
