From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466542424
10.0.0.3	10.0.0.6	0.886	0.776	1488.0	1466542424
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466542424
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466542424
10.0.0.5	10.0.0.3	0.914333333333	0.89	1257.83333333	1466542424
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466542424
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466542424
10.0.0.3	10.0.0.5	0.886	0.886	1303.0	1466542424
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466542424
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466542424
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466542424
10.0.0.6	10.0.0.3	0.776	0.839	1571.0	1466542424
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466542424
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466542424
