From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466548889
10.0.0.3	10.0.0.6	0.831	0.732	1679.0	1466548889
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466548889
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466548889
10.0.0.5	10.0.0.3	0.701	1.0	1458.0	1466548889
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466548889
10.0.0.4	10.0.0.5	1.0	0.894	1145.0	1466548889
10.0.0.3	10.0.0.5	1.0	0.701	1458.0	1466548889
10.0.0.5	10.0.0.4	0.886	1.0	1155.0	1466548889
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466548889
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466548889
10.0.0.6	10.0.0.3	0.769333333333	0.872666666667	1525.66666667	1466548889
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466548889
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466548889
