From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466545402
10.0.0.3	10.0.0.6	0.929333333333	0.776	1422.0	1466545402
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466545402
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466545402
10.0.0.5	10.0.0.3	0.795166666667	0.981	1314.0	1466545402
10.0.0.6	10.0.0.5	0.839	1.0	1220.0	1466545402
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466545402
10.0.0.3	10.0.0.5	1.0	0.816666666667	1253.66666667	1466545402
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466545402
10.0.0.5	10.0.0.6	1.0	0.832333333333	1229.16666667	1466545402
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466545402
10.0.0.6	10.0.0.3	0.831	1.0	1231.0	1466545402
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466545402
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466545402
