From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466542238
10.0.0.3	10.0.0.6	0.748	0.796	1717.0	1466542238
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466542238
10.0.0.4	10.0.0.3	1.0	0.651166666667	1667.16666667	1466542238
10.0.0.5	10.0.0.3	0.651166666667	0.973333333333	1620.0	1466542238
10.0.0.6	10.0.0.5	1.0	0.96	1066.66666667	1466542238
10.0.0.4	10.0.0.5	1.0	0.779	1323.33333333	1466542238
10.0.0.3	10.0.0.5	1.0	0.630166666667	1623.66666667	1466542238
10.0.0.5	10.0.0.4	0.850333333333	1.0	1218.16666667	1466542238
10.0.0.5	10.0.0.6	0.99	0.990666666667	1045.16666667	1466542238
10.0.0.3	10.0.0.2	0.956666666667	1.0	1069.83333333	1466542238
10.0.0.6	10.0.0.3	0.822	0.701833333333	1798.66666667	1466542238
10.0.0.2	10.0.0.3	1.0	0.95	1077.33333333	1466542238
10.0.0.3	10.0.0.4	0.894	1.0	1145.0	1466542238
