From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466543075
10.0.0.3	10.0.0.6	0.746	0.788	1743.66666667	1466543075
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466543075
10.0.0.4	10.0.0.3	1.0	0.878	1165.0	1466543075
10.0.0.5	10.0.0.3	0.886	1.0	1155.0	1466543075
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466543075
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466543075
10.0.0.3	10.0.0.5	0.94	0.886	1227.0	1466543075
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466543075
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466543075
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466543075
10.0.0.6	10.0.0.3	0.7965	0.7335	1755.33333333	1466543075
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466543075
10.0.0.3	10.0.0.4	0.898666666667	1.0	1139.33333333	1466543075
