From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466548858
10.0.0.3	10.0.0.6	0.910166666667	0.7865	1434.66666667	1466548858
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466548858
10.0.0.4	10.0.0.3	1.0	0.943	1089.5	1466548858
10.0.0.5	10.0.0.3	0.886	1.0	1155.0	1466548858
10.0.0.6	10.0.0.5	1.0	1.0	1024.0	1466548858
10.0.0.4	10.0.0.5	1.0	0.9485	1082.0	1466548858
10.0.0.3	10.0.0.5	1.0	0.886	1155.0	1466548858
10.0.0.5	10.0.0.4	0.979	1.0	1046.66666667	1466548858
10.0.0.5	10.0.0.6	1.0	1.0	1024.0	1466548858
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466548858
10.0.0.6	10.0.0.3	0.732	0.94	1483.0	1466548858
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466548858
10.0.0.3	10.0.0.4	0.979666666667	1.0	1047.5	1466548858
