From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466547114
10.0.0.3	10.0.0.6	0.981333333333	0.873	1197.66666667	1466547114
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466547114
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466547114
10.0.0.5	10.0.0.3	0.922	1.0	1110.33333333	1466547114
10.0.0.6	10.0.0.5	0.9345	1.0	1097.33333333	1466547114
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466547114
10.0.0.3	10.0.0.5	0.96	0.922	1155.66666667	1466547114
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466547114
10.0.0.5	10.0.0.6	1.0	0.924666666667	1107.0	1466547114
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466547114
10.0.0.6	10.0.0.3	0.891166666667	0.942833333333	1218.16666667	1466547114
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466547114
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466547114
