From		To			LinkQuality		NeighborLinkQuality		tcEdgeCost		Timestamp
10.0.0.2	10.0.0.1	1.0	1.0	1024.0	1466547921
10.0.0.3	10.0.0.6	0.904333333333	1.0	1134.66666667	1466547921
10.0.0.1	10.0.0.2	1.0	1.0	1024.0	1466547921
10.0.0.4	10.0.0.3	1.0	1.0	1024.0	1466547921
10.0.0.5	10.0.0.3	0.814166666667	0.951833333333	1329.66666667	1466547921
10.0.0.6	10.0.0.5	0.947	1.0	1084.5	1466547921
10.0.0.4	10.0.0.5	1.0	1.0	1024.0	1466547921
10.0.0.3	10.0.0.5	1.0	0.796	1286.0	1466547921
10.0.0.5	10.0.0.4	1.0	1.0	1024.0	1466547921
10.0.0.5	10.0.0.6	1.0	0.947	1084.5	1466547921
10.0.0.3	10.0.0.2	1.0	1.0	1024.0	1466547921
10.0.0.6	10.0.0.3	1.0	0.946333333333	1089.33333333	1466547921
10.0.0.2	10.0.0.3	1.0	1.0	1024.0	1466547921
10.0.0.3	10.0.0.4	1.0	1.0	1024.0	1466547921
